yy;mm;dd;1;4;5;9;10;12;13;15;16;17;18;19;20;21;22;23;24;25;26;27;29;30;31;33;34;35;37;40;41;44;45;46;47;48;49;50;54;55;57;58;60;62;64;65;66;67;99;100;101;102;77;78;79;80;81;82;83;84;85;88;89;105;106;107;108;96;97;109;110;111;112;113;98;114;115
2016;1;12;7.4;NA;NA;1.4000000000000001;0.8;NA;NA;0.4;0;NA;NA;NA;NA;NA;NA;NA;0;NA;1.2000000000000002;NA;NA;0;1.4;NA;4.8;0;NA;NA;14.8;0.2;NA;6.4;NA;NA;NA;NA;16.6;NA;5.4;2.4;4.8;NA;9.4;NA;NA;NA;0;NA;NA;NA;0.6000000000000001;3.2;2.4;3;2.6;2;11.6;5.6;3.6;6;2.6;0;3.8000000000000003;NA;NA;8;NA;0.4;NA;2;2;1.8;1.2;2;0
2016;1;13;0.8;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0.6;0;NA;NA;0.4;0;0;0.2;NA;NA;NA;NA;2;NA;1.4000000000000001;0;0.2;NA;1.4000000000000001;NA;NA;NA;0;NA;NA;NA;0;0;0;0.2;0;0;1.8;0.6000000000000001;0;0.4;0;0;0;NA;NA;0;0;0;NA;0.2;0;NA;0;NA;0
2016;1;14;7;NA;NA;1;0;NA;NA;2.4000000000000004;2.8;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;5.2;0;NA;NA;0.4;0;0.2;NA;NA;NA;NA;NA;6.4;NA;6.8;0.2;5;NA;0.8;NA;NA;NA;0;NA;NA;NA;0;0.6;3.4;7.4;0.2;0.6000000000000001;0;5.4;0.8;6.2;0.2;0;0.4;NA;NA;0;0.2;1.6;NA;7;2.8000000000000003;0;2;NA;0
2016;1;15;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;NA;0;0;0;0;NA;NA;NA;NA;0.2;NA;0;0;0;NA;0.2;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0.2;0;0;0;0;0;0;1;0.2;NA;0.2;0;0;NA;0;0;0;0;0;0
2016;1;16;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;NA;0;0;0;0;NA;NA;NA;NA;0.2;NA;0;0;0;NA;0;NA;NA;NA;0;NA;NA;0;0;NA;0;0;0;0;0;0;0;0;0;0;1.4;0;NA;0;0;0;NA;0;0;0;0;0;0
2016;1;17;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;NA;0;0;0;0;NA;NA;NA;NA;0.2;NA;0;0;0;NA;0;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0.2;0;0;NA;0;0;0;0;0;0
2016;1;18;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;NA;0;0;0;0;NA;NA;NA;NA;0;NA;0;0;0;NA;0;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0
2016;1;19;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;NA;0;0;0;0;NA;NA;NA;NA;0;NA;0;0;0;NA;0;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0.2;0;NA;0;0;0
2016;1;20;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;NA;0;0;0;0;NA;NA;NA;NA;0;NA;0;0;0;NA;0;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;NA;NA;0;0;0;0;NA;0
2016;1;21;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;NA;0;0;0;0;NA;NA;NA;NA;0;NA;0;0;0;NA;0;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0
2016;1;22;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;NA;0;0;0;0;NA;NA;NA;NA;0;NA;0;0;0;NA;0;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;NA;0
2016;1;23;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;NA;0;0;0;0;NA;NA;NA;NA;0;NA;0;0;0;NA;0;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0
2016;1;24;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;NA;0;0;0.6000000000000001;0;NA;NA;NA;NA;0;NA;0;0;0;NA;0;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0
2016;1;25;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;NA;0;0;0;0;NA;NA;NA;NA;0;NA;0;0;0;NA;0;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0
2016;1;26;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;NA;0;0;0.2;0;NA;NA;NA;NA;0;NA;0;0;0;NA;0;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;0;NA;0;NA;0
2016;1;27;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;NA;0;0;0;0;NA;NA;NA;NA;0;NA;0;0;0;NA;0;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;NA;0
2016;1;28;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;NA;0;0;0;0;NA;NA;NA;NA;0;NA;0;0;0;NA;0;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0.4;0;0
2016;1;29;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;NA;0;0;0.2;0;NA;NA;NA;NA;0;NA;0;0;0;NA;0;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0
2016;1;30;3.2;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;2;0;NA;NA;5;0;0.2;4.6;NA;NA;NA;NA;6.6;NA;1.6;1.4000000000000001;0;NA;4;NA;NA;NA;0;NA;NA;1.8;0;0;0.6000000000000001;5;0;0;3.2;1.4;1.6;7.4;0.4;0;0;1.2000000000000002;NA;4.8;0;0.2;NA;1;0;1.6;1.2000000000000002;0.6000000000000001;0
2016;1;31;7.8;NA;NA;1.2000000000000002;0;NA;NA;1.2000000000000002;1.4;NA;NA;NA;NA;NA;NA;NA;0;NA;1.8;NA;NA;0;1.4;NA;4.6;0;NA;NA;11.8;0;1.8;4.8;NA;NA;NA;NA;19.2;NA;12.6;6.2;4.6000000000000005;NA;14.8;NA;NA;NA;0;NA;NA;3.4000000000000004;0;1.6;1.4000000000000001;4.2;0.4;0.2;8.8;4.4;4.8;15.4;1.4;0;5.2;6.2;NA;18.8;2.4;4.8;NA;5.2;2.4;11;2.2;3.4000000000000004;0
2016;2;1;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;NA;0;0;0;0;NA;NA;NA;NA;0;NA;0;0;0;NA;0;NA;NA;NA;0.2;NA;NA;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;NA;0.2;0;0;NA;0;0;0;0;0;0
2016;2;2;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;NA;0;0;0;0;NA;NA;NA;NA;0;NA;0;0;0;NA;0;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0.2;NA;0;0;NA;NA;0;0;NA;0;0;0
2016;2;3;2;NA;NA;0.2;0;NA;NA;1.4;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0.2;NA;NA;0;0.2;NA;2.8;0;NA;NA;1;0;0.2;2.8000000000000003;NA;NA;NA;NA;11.8;NA;3;0.2;0.6000000000000001;NA;0;NA;NA;NA;0;NA;NA;0.6000000000000001;0;0;0.2;1.4;2;0;6.2;2.6;0.6000000000000001;5.2;0;0;0.6000000000000001;0;NA;0;0.2;0.6000000000000001;NA;2;0.2;0.4;0.2;0.6000000000000001;0
2016;2;4;0;NA;NA;2;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;NA;10.6;0;0;1.2000000000000002;NA;NA;NA;NA;11.6;NA;0;2;0;NA;9;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;1;0;0;0.6000000000000001;7;0;0;0.2;0;NA;4.8;0.4;0;NA;0;0;0;0;0;NA
2016;2;5;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;NA;0;0;0;0;NA;NA;NA;NA;0.4;NA;0;0;0;NA;0.2;NA;NA;NA;0;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0.2;0;0;NA
2016;2;6;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0.8;NA;NA;0.6000000000000001;1.2000000000000002;NA;0;0.2;NA;NA;0;0.4;0;0.8;NA;NA;NA;NA;0;NA;0;0;0;NA;1.8;NA;NA;NA;0.2;NA;NA;1;0.2;0;0.4;0.2;0.8;0.6;0;0;0;0;0;0.6000000000000001;1;0.4;NA;1.2;0.8;0.6;NA;0;0;0;0.8;0;0.4
2016;2;7;11;NA;NA;12;12.8;NA;NA;8.6;8.6;NA;NA;NA;NA;NA;NA;NA;0;NA;17;NA;NA;22.8;NA;NA;NA;18.2;NA;NA;3;18;14.4;10.8;NA;NA;NA;NA;10.8;NA;4.4;4;8;NA;17.4;NA;NA;NA;21.4;NA;NA;8.8;16.8;17.6;9.6;10.6;13;17.8;6.2;7.2;8.6;11.4;19.400000000000002;20.4;13.8;NA;NA;15.2;8.8;8.2;NA;8;7;1;7;9.2;20.6
2016;2;8;4.6;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;NA;0;NA;NA;0.2;0;0.2;4;NA;NA;NA;NA;3.2;NA;0.8;0;0.2;NA;0;NA;NA;NA;0;NA;NA;0.6;0;0;0;1.2000000000000002;0;0;0;0;0.2;1.4000000000000001;0;0;0.2;NA;NA;0;0;0;NA;1.2000000000000002;0;5.4;0;0;0
2016;2;9;30.2;NA;NA;9.8;6.8;NA;NA;11.2;12.200000000000001;NA;NA;NA;NA;NA;NA;NA;0;NA;9.8;NA;NA;5.4;4.8;NA;NA;2.8;NA;NA;29;5.4;7.4;NA;NA;NA;NA;NA;NA;NA;26.8;23;17.8;NA;13.2;NA;NA;NA;3.6;NA;NA;NA;4;8.4;27.599999999999998;32;7;8;24.8;16;13.2;41.4;8.4;5;9.8;NA;NA;8.2;7.2;21.4;NA;29.6;12.799999999999999;0.6000000000000001;19;19;5.3999999999999995
2016;2;10;1.4000000000000001;NA;NA;0;0;NA;NA;1;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;NA;0;NA;NA;0;0;0;NA;NA;NA;NA;NA;NA;NA;1;0;1.8;NA;0;NA;NA;NA;0;NA;NA;0;0;0;0.6000000000000001;1.6;0;0.2;5;2;11;1.8;0;0;0;NA;NA;0;0;0.2;NA;1.6;0.8;NA;0;0;0
2016;2;11;2.8;NA;NA;0.4;0;NA;NA;0.6000000000000001;1.4;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;NA;0;NA;NA;1;0;0;4.4;NA;NA;NA;NA;NA;NA;3.4;0;3;NA;0.4;NA;NA;NA;0;NA;NA;0;0;0;2;2.8000000000000003;0;0.6000000000000001;2.6;2.6;0.8;5;0;0;0.8;NA;NA;0;0.2;0.4;NA;5.2;1.4;0.2;0.4;NA;0
2016;2;12;34.2;NA;NA;5.2;3.8;NA;NA;12.4;11.799999999999999;NA;NA;NA;NA;NA;NA;NA;0;NA;1.4000000000000001;NA;NA;2;NA;NA;NA;0.6000000000000001;NA;NA;19.6;3.2;NA;NA;NA;NA;NA;NA;NA;NA;33.4;17.2;17.8;NA;4.8;NA;NA;NA;1;NA;NA;NA;3;5.6000000000000005;21.6;36;1.6;4.8;23.6;16.6;7.2;34;5;NA;2.4;NA;NA;2.4;2.4;12.6;NA;28.8;11.6;18.8;13.6;10.6;1
2016;2;13;9.200000000000001;NA;NA;3.2;3;NA;NA;2.2;0.4;NA;NA;NA;NA;NA;NA;NA;0;NA;4.2;NA;NA;0.6000000000000001;NA;NA;NA;0.2;NA;NA;12.4;2;NA;NA;NA;NA;NA;NA;NA;NA;2.8;5.2;4.4;NA;9;NA;NA;NA;0.4;NA;NA;NA;1.2;7.2;6.6;9.200000000000001;NA;3.2;5.4;3.6;4.8;8.2;6.8;NA;6;NA;NA;12;3.8;6.4;NA;3.2;4.6000000000000005;8;4.8;9.2;0
2016;2;14;6.8;NA;NA;0.6000000000000001;0;NA;NA;0;0.2;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;NA;0;NA;NA;3;0;0.2;NA;NA;NA;NA;NA;NA;NA;5.6;3;1.4;NA;1.2000000000000002;NA;NA;NA;0;NA;NA;NA;0;0.4;4.6;8.6;NA;0;4.2;1.4000000000000001;2.2;10.6;0;0;0.2;NA;NA;0.4;0.2;3.6;NA;7.4;1;5.6;2;1.2000000000000002;0
2016;2;15;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;NA;0;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0;NA;0;NA;NA;NA;0;NA;NA;0.2;0;0;0.2;0;NA;0;0;0;0.6;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0
2016;2;16;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0.8;NA;NA;0.6000000000000001;0.4;NA;NA;0.2;NA;NA;0;0;0;0;NA;NA;NA;NA;0;NA;0;0;0;NA;0;NA;NA;NA;0;NA;NA;0;0;0;0;0;NA;0.4;0;0;0;0;0;0.4;0.6000000000000001;0;NA;0;0;NA;NA;0;0;0.2;0;0;0.2
2016;2;17;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0.4;NA;NA;0;NA;NA;0;0;0;0;NA;NA;NA;NA;0;NA;0;0;0;NA;0;NA;NA;NA;0;NA;NA;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0.2;NA;0;0;0;NA;0;0;0;0;0.2;0
2016;2;18;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0.6;0;NA;0;0;NA;NA;0;0;0;0.2;NA;NA;NA;NA;0.2;NA;0;0.4;0;NA;0;NA;NA;NA;0.2;NA;NA;0;0.4;0;0;0;NA;0.2;0;0;0;0;0;0.8;0;1;NA;0;0;0.2;NA;0;0;0;0;0;0
2016;2;19;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0;NA;0;NA;NA;NA;0;NA;NA;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0
2016;2;20;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;NA;1.4;0;0;0;NA;NA;NA;NA;3.2;NA;0;0;0;NA;0.4;NA;NA;NA;0;NA;NA;0;0;0;0;0;NA;0;0;0;0;0.4;0;0;0;0;NA;2;0;0;NA;0;0;0;0;0;0
2016;2;21;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;NA;0;0;0;0;NA;NA;NA;NA;0;NA;0;0;0;NA;0.4;NA;NA;NA;0;NA;0;0;0;0;0;0;NA;0;0;0;0;0;0;0;0;0;NA;0.2;0;0;NA;NA;0.2;0;0;0;0
2016;2;22;4.8;NA;NA;5.6000000000000005;7;NA;NA;5.4;5.6000000000000005;NA;NA;NA;NA;NA;NA;NA;0;NA;8.4;NA;NA;9.2;8.6;NA;13.4;5.2;NA;NA;3.2;9.6;5.6;5.6;NA;NA;NA;NA;NA;NA;1.7999999999999998;4.6;4.8;NA;4.2;NA;NA;NA;8.4;NA;3.4;3.6;11.6;4;4.2;6;NA;9.6;8.4;8.6;5.2;6;6.8;8.4;6.6000000000000005;4;NA;4;5.2;3.4;NA;7.2;5.4;5.2;3.4;6;2.8
2016;2;23;1.6;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0.4;NA;0.8;0;NA;NA;0.4;0;0;1.8;NA;NA;NA;NA;NA;NA;0.8;0;0.2;NA;2.2;NA;NA;NA;0;NA;0;0.4;0;0;0.2;0.4;NA;0;4;1.4000000000000001;0;4.4;0.2;0;1.4000000000000001;0.2;NA;1.4;0.4;0;NA;0.2;0.4;NA;0;0.4;1.8
2016;2;24;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;NA;0.4;0;0;0.2;NA;NA;NA;NA;NA;NA;0;0;0;NA;0.4;NA;NA;NA;0;NA;0;0;0;0;0;0;NA;0;0;0;0;0.8;0;0;0.4;0;NA;0;0;0;NA;0.2;0;0.2;0;NA;0
2016;2;25;3.6;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;NA;0;NA;NA;0.8;0;0;12.6;NA;NA;NA;NA;NA;NA;1.2000000000000002;1.4000000000000001;0;NA;0;NA;NA;NA;0;NA;1;0.8;0;0;1.2000000000000002;8.4;NA;0;0.2;0;0.8;11.4;0;0;0.6000000000000001;2.2;NA;0;0;NA;NA;9;0;2.6;0;0.4;0
2016;2;26;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0.6000000000000001;NA;NA;0;0.4;NA;0;0;NA;NA;0;0.4;0;0;NA;NA;NA;NA;NA;NA;0;0;0.6000000000000001;NA;0.2;NA;NA;NA;0;NA;0;0;0;0;0;0;NA;1.8;0.2;0;0;0;0;0;0.8;0.2;NA;0;0;0;NA;0;0;0;0;0;0
2016;2;27;4;NA;NA;0.6;2;NA;NA;5.4;4.6;NA;NA;NA;NA;NA;NA;NA;0;NA;6.4;NA;NA;10.200000000000001;NA;NA;0.4;16.2;NA;NA;0.6000000000000001;9;2.4;1.6;NA;NA;NA;NA;NA;NA;0.4;0.8;6;NA;0.2;NA;NA;NA;8.6;NA;8.2;1.4;5.8;5;5.4;1;NA;12.8;5.4;5;0.6000000000000001;1.2000000000000002;4.8;9.8;6;NA;NA;0;1.8;2.8;NA;0.2;2.4;1.4000000000000001;1.2;0.4;8.6
2016;2;28;25;NA;NA;17;21;NA;NA;29.6;28.2;NA;NA;NA;NA;NA;NA;NA;0;NA;38;NA;NA;33.8;NA;NA;NA;65.4;NA;NA;12.4;43.2;22.8;10.4;NA;NA;NA;NA;NA;NA;9;14;34.2;NA;26.400000000000002;NA;NA;NA;35.199999999999996;NA;NA;NA;34.2;29.2;32.4;13.4;NA;43.4;28.2;29.4;16.4;9.4;31.6;43.2;36.4;NA;NA;21.2;27.8;38.4;NA;5.8;22.4;20.8;30;28.4;43.4
2016;2;29;4.8;NA;NA;3.8000000000000003;4.2;NA;NA;6.8;4;NA;NA;NA;NA;NA;NA;NA;0;NA;7;NA;NA;9.4;NA;NA;NA;15.8;NA;NA;0;9.6;5.6;0.2;NA;NA;NA;NA;NA;NA;2;0.6000000000000001;8.8;NA;1.4000000000000001;NA;NA;NA;9.2;NA;NA;NA;7.2;3.4000000000000004;3.8000000000000003;2.4;NA;6.8;7.6000000000000005;8.2;2.6;0.8;6.6000000000000005;12.6;8;NA;NA;0;7;3;NA;0.6000000000000001;7.6;0.6000000000000001;2.2;4.2;11.4
2016;3;1;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0;NA;0;NA;NA;NA;0;NA;0.2;0;0;0;0.2;0;NA;0;0;0;0;0.4;0;0;0;0;NA;0;0.2;NA;NA;0;0;NA;0;0;0
2016;3;2;6;NA;NA;2;0.8;NA;NA;0.8;0.4;NA;NA;NA;NA;NA;NA;NA;0;NA;2.6;NA;NA;0.2;1.4000000000000001;NA;NA;0.2;NA;1.2;1.4;0.6000000000000001;0.4;6.8;NA;NA;NA;NA;NA;NA;2.4;1.8;2.8000000000000003;NA;NA;NA;NA;NA;0.2;NA;1.4;2.2;0.2;0.8;3.4;5.2;NA;1;8.8;2.6;2;6.3999999999999995;0.8;0.2;4;2.2;NA;1.6;2.4;1;NA;1.8;0.2;1.7999999999999998;1.4;1.4;0.2
2016;3;3;0.2;NA;NA;0.2;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;NA;0;NA;0;0;0;0;0.2;NA;NA;NA;NA;NA;NA;0.6000000000000001;0;0;NA;0.2;NA;NA;NA;0;NA;0;0;0.2;0;0;0.2;NA;3;1.4;0.2;0.8;0.6000000000000001;0;0;0.2;0;NA;NA;0;0;NA;0;0.2;0;0;NA;0
2016;3;4;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;NA;0;NA;0;1;0;0;0.4;NA;NA;NA;NA;NA;NA;0.2;0;0;NA;1.2000000000000002;NA;NA;NA;0;NA;0;0;0;0;0;0.4;NA;0;0.2;0.2;0.2;1.2000000000000002;0;0;0;0;NA;0.2;0;0;NA;0.4;0;0;0;NA;0
2016;3;5;6.4;NA;NA;4.6;6;NA;NA;4.8;6.4;NA;NA;NA;NA;NA;NA;NA;0;NA;7;NA;NA;10.200000000000001;NA;NA;NA;8.6;NA;NA;3.8000000000000003;10.8;NA;8.8;NA;NA;NA;NA;NA;NA;5.4;2;6.4;NA;7.8;NA;NA;NA;9.4;NA;NA;NA;11.2;7.6;5.8;8.8;NA;10.4;7.2;5;4.2;10.4;10.2;NA;6.4;NA;NA;4;NA;5;NA;8.6;5.2;5.2;5;5.4;10.8
2016;3;6;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0.4;NA;NA;0;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0
2016;3;7;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;NA;0;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0
2016;3;8;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;0;NA;0;0;0
2016;3;9;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0.2;0;NA;0;0;0;0;0;NA;NA;NA;NA;0;NA;0;0;0;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;NA;0
2016;3;10;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;0;0;0;0;0;NA;NA;NA;NA;0;NA;0;0;0;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;NA;0;0;NA;0
2016;3;11;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;0;0;0;0;0;NA;NA;NA;NA;0;NA;0;0;0;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;NA;0
2016;3;12;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;0;0;0;0;0;NA;NA;NA;NA;0;NA;0;0;0;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;0.2;0;0;NA;0
2016;3;13;0;NA;NA;1.2;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;1;NA;NA;0;11.6;NA;0;1.2;NA;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0.2;0.2;0;0;0.2;0;0.2;0;1.6;0.6000000000000001;NA;0.2;1.8;0;NA;0;0;1;0;0;0
2016;3;14;0;NA;NA;0;0;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;NA;0;NA;NA;0;0;NA;0;0;NA;0;0;0;0;0;NA;NA;NA;NA;0;NA;0;0;0;NA;0;NA;NA;NA;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NA;0;0;0;NA;0;0;0;0;0;0
